name,type,Vertices,Edges
STB-128-q13.hg,CQ,19,6
STB-128-q14.hg,CQ,20,6
STB-128-q15.hg,CQ,19,6
STB-128-q16.hg,CQ,24,8
STB-128-q17.hg,CQ,24,8
STB-128-q18.hg,CQ,17,8
STB-128-q19.hg,CQ,27,8
STB-128-q2.hg,CQ,9,3
STB-128-q20.hg,CQ,18,8
STB-128-q3.hg,CQ,19,3
STB-128-q4.hg,CQ,8,3
STB-128-q5.hg,CQ,10,3
STB-128-q6.hg,CQ,20,4
STB-128-q7.hg,CQ,5,4
STB-128-q8.hg,CQ,14,4
STB-128-q9.hg,CQ,12,4
adder_15.hg,DaimlerChrysler,106,76
adder_25.hg,DaimlerChrysler,176,126
adder_50.hg,DaimlerChrysler,351,251
adder_75.hg,DaimlerChrysler,526,376
adder_99.hg,DaimlerChrysler,694,496
aim-50-1-6-sat-1.xml.hg,CSP Application,50,77
aim-50-1-6-sat-2.xml.hg,CSP Application,50,76
aim-50-1-6-sat-3.xml.hg,CSP Application,50,78
aim-50-1-6-sat-4.xml.hg,CSP Application,50,77
aim-50-1-6-unsat-1.xml.hg,CSP Application,50,69
aim-50-1-6-unsat-2.xml.hg,CSP Application,50,77
aim-50-1-6-unsat-3.xml.hg,CSP Application,50,70
aim-50-1-6-unsat-4.xml.hg,CSP Application,50,76
aim-50-1_6-no-3.hg,MaxSAT,50,80
aim-50-2-0-sat-1.xml.hg,CSP Application,50,94
aim-50-2-0-sat-2.xml.hg,CSP Application,50,96
aim-50-2-0-sat-3.xml.hg,CSP Application,50,96
aim-50-2-0-sat-4.xml.hg,CSP Application,50,94
aim-50-2-0-unsat-1.xml.hg,CSP Application,50,97
aim-50-2-0-unsat-2.xml.hg,CSP Application,50,94
aim-50-2-0-unsat-3.xml.hg,CSP Application,50,92
aim-50-2-0-unsat-4.xml.hg,CSP Application,50,95
aim-50-2_0-no-3.hg,MaxSAT,50,100
aim-50-2_0-yes1-3.hg,MaxSAT,50,100
aim-50-3_4-yes1-3.hg,MaxSAT,50,170
atv_partial_system.hg,DaimlerChrysler,125,88
b02.hg,MaxSAT,27,26
b06.hg,MaxSAT,50,48
bridge_15.hg,DaimlerChrysler,137,137
bridge_25.hg,DaimlerChrysler,227,227
bridge_50.hg,DaimlerChrysler,452,452
bridge_75.hg,DaimlerChrysler,677,677
bridge_99.hg,DaimlerChrysler,893,893
clique_15.hg,MaxSAT,105,15
cnf-2-40-0100-730621.xml.hg,CSP Application,40,93
cnf-2-40-0100-730622.xml.hg,CSP Application,40,93
cnf-2-40-0100-730623.xml.hg,CSP Application,39,94
cnf-2-40-0100-730624.xml.hg,CSP Application,40,92
cnf-2-40-0100-730625.xml.hg,CSP Application,40,96
cnf-2-40-0100-730626.xml.hg,CSP Application,39,94
cnf-2-40-0100-730627.xml.hg,CSP Application,39,93
cnf-2-40-0100-730628.xml.hg,CSP Application,40,94
cnf-2-40-0100-730629.xml.hg,CSP Application,39,92
cnf-2-40-0100-730630.xml.hg,CSP Application,40,95
cnf-2-80-0100-735541.xml.hg,CSP Application,76,100
cnf-2-80-0100-735542.xml.hg,CSP Application,72,98
cnf-2-80-0100-735543.xml.hg,CSP Application,70,98
cnf-2-80-0100-735544.xml.hg,CSP Application,74,99
cnf-2-80-0100-735545.xml.hg,CSP Application,75,100
cnf-2-80-0100-735546.xml.hg,CSP Application,75,97
cnf-2-80-0100-735547.xml.hg,CSP Application,72,98
cnf-2-80-0100-735548.xml.hg,CSP Application,75,99
cnf-2-80-0100-735549.xml.hg,CSP Application,72,94
cnf-2-80-0100-735550.xml.hg,CSP Application,73,99
cnf-3-40-0100-730621.xml.hg,CSP Application,40,99
cnf-3-40-0100-730622.xml.hg,CSP Application,40,100
cnf-3-40-0100-730623.xml.hg,CSP Application,40,100
cnf-3-40-0100-730624.xml.hg,CSP Application,40,100
cnf-3-40-0100-730625.xml.hg,CSP Application,40,100
cnf-3-40-0100-730626.xml.hg,CSP Application,40,100
cnf-3-40-0100-730627.xml.hg,CSP Application,40,100
cnf-3-40-0100-730628.xml.hg,CSP Application,40,100
cnf-3-40-0100-730629.xml.hg,CSP Application,40,100
cnf-3-40-0100-730630.xml.hg,CSP Application,40,97
cnf-3-80-0100-735541.xml.hg,CSP Application,80,100
cnf-3-80-0100-735542.xml.hg,CSP Application,79,100
cnf-3-80-0100-735543.xml.hg,CSP Application,79,100
cnf-3-80-0100-735544.xml.hg,CSP Application,76,100
cnf-3-80-0100-735545.xml.hg,CSP Application,79,100
cnf-3-80-0100-735546.xml.hg,CSP Application,79,100
cnf-3-80-0100-735547.xml.hg,CSP Application,76,100
cnf-3-80-0100-735548.xml.hg,CSP Application,80,100
cnf-3-80-0100-735549.xml.hg,CSP Application,77,100
cnf-3-80-0100-735550.xml.hg,CSP Application,79,100
cril-0_X2.xml.hg,CSP Application,86,35
deep100-q01.hg,CQ,7,2
deep100-q02.hg,CQ,7,2
deep100-q03.hg,CQ,7,2
deep100-q04.hg,CQ,7,2
deep100-q05.hg,CQ,7,2
deep100-q06.hg,CQ,10,3
deep100-q07.hg,CQ,10,3
deep100-q08.hg,CQ,10,3
deep100-q09.hg,CQ,10,3
deep100-q10.hg,CQ,10,3
deep100-q11.hg,CQ,16,5
deep100-q12.hg,CQ,16,5
deep100-q13.hg,CQ,16,5
deep100-q14.hg,CQ,16,5
deep100-q15.hg,CQ,16,5
deep100-q16.hg,CQ,25,8
deep100-q17.hg,CQ,25,8
deep100-q18.hg,CQ,25,8
deep100-q19.hg,CQ,25,8
deep100-q20.hg,CQ,25,8
deep200-q01.hg,CQ,7,2
deep200-q02.hg,CQ,7,2
deep200-q03.hg,CQ,7,2
deep200-q04.hg,CQ,7,2
deep200-q05.hg,CQ,7,2
deep200-q06.hg,CQ,10,3
deep200-q07.hg,CQ,10,3
deep200-q08.hg,CQ,10,3
deep200-q09.hg,CQ,10,3
deep200-q10.hg,CQ,10,3
deep200-q11.hg,CQ,16,5
deep200-q12.hg,CQ,16,5
deep200-q13.hg,CQ,16,5
deep200-q14.hg,CQ,16,5
deep200-q15.hg,CQ,16,5
deep200-q16.hg,CQ,25,8
deep200-q17.hg,CQ,25,8
deep200-q18.hg,CQ,25,8
deep200-q19.hg,CQ,25,8
deep200-q20.hg,CQ,25,8
deep300-queries.hg,CQ,13,4
doctors100k-q08.hg,CQ,12,3
doctors100k-q09.hg,CQ,12,3
doctors10k-q08.hg,CQ,12,3
doctors10k-q09.hg,CQ,12,3
doctors1m-q08.hg,CQ,12,3
doctors1m-q09.hg,CQ,12,3
doctors500k-q01.hg,CQ,12,3
doctors500k-q02.hg,CQ,12,3
doctors500k-q03.hg,CQ,12,3
doctors500k-q04.hg,CQ,12,3
doctors500k-q05.hg,CQ,12,3
doctors500k-q07.hg,CQ,12,3
doctors500k-q08.hg,CQ,12,3
doctors500k-q09.hg,CQ,12,3
dubois20.hg,MaxSAT,60,160
dubois21.hg,MaxSAT,63,168
dubois23.hg,MaxSAT,69,184
dubois25.hg,MaxSAT,75,200
dubois27.hg,MaxSAT,81,216
dubois28.hg,MaxSAT,84,224
dubois29.hg,MaxSAT,87,232
dubois30.hg,MaxSAT,90,240
flat30-1.hg,MaxSAT,90,300
flat30-99.hg,MaxSAT,90,300
grid2d_10.hg,Grid2D,50,50
grid2d_15.hg,Grid2D,113,112
grid2d_20.hg,Grid2D,200,200
grid2d_25.hg,Grid2D,313,312
grid2d_30.hg,Grid2D,450,450
grid2d_35.hg,Grid2D,613,612
grid2d_40.hg,Grid2D,800,800
grid2d_45.hg,Grid2D,1013,1012
grid2d_50.hg,Grid2D,1250,1250
grid2d_60.hg,Grid2D,1800,1800
grid2d_70.hg,Grid2D,2450,2450
grid2d_75.hg,Grid2D,2813,2812
grid3d_5.hg,MaxSAT,63,62
grid4d_3.hg,MaxSAT,41,40
grid5.hg,MaxSAT,25,40
hg_adlerexample.txt,Other,10,8
hole9.hg,MaxSAT,90,415
job-10a.hg,CQ,36,7
job-11a.hg,CQ,31,8
job-12a.hg,CQ,33,8
job-13a.hg,CQ,34,9
job-14a.hg,CQ,27,8
job-15a.hg,CQ,43,9
job-16a.hg,CQ,47,8
job-17a.hg,CQ,40,7
job-18a.hg,CQ,36,7
job-19a.hg,CQ,55,10
job-1a.hg,CQ,22,5
job-20a.hg,CQ,42,10
job-21a.hg,CQ,35,9
job-22a.hg,CQ,38,11
job-23a.hg,CQ,37,11
job-24a.hg,CQ,59,12
job-25a.hg,CQ,40,9
job-26a.hg,CQ,47,12
job-27a.hg,CQ,40,12
job-28a.hg,CQ,43,14
job-29a.hg,CQ,69,17
job-2a.hg,CQ,26,5
job-30a.hg,CQ,45,12
job-31a.hg,CQ,50,11
job-32a.hg,CQ,31,6
job-33a.hg,CQ,59,14
job-3a.hg,CQ,20,4
job-4a.hg,CQ,21,5
job-5a.hg,CQ,22,5
job-6a.hg,CQ,30,5
job-7a.hg,CQ,42,8
job-8a.hg,CQ,44,7
job-9a.hg,CQ,50,8
lubm-q1.hg,CQ,2,2
lubm-q10.hg,CQ,2,2
lubm-q11.hg,CQ,2,2
lubm-q12.hg,CQ,3,4
lubm-q13.hg,CQ,2,2
lubm-q14.hg,CQ,1,1
lubm-q2.hg,CQ,3,6
lubm-q3.hg,CQ,2,2
lubm-q4.hg,CQ,5,5
lubm-q5.hg,CQ,2,2
lubm-q6.hg,CQ,1,1
lubm-q7.hg,CQ,3,4
lubm-q8.hg,CQ,4,5
lubm-q9.hg,CQ,3,6
mdd-7-25-5-56-01.xml.hg,CSP Random,25,56
mdd-7-25-5-56-02.xml.hg,CSP Random,25,56
mdd-7-25-5-56-03.xml.hg,CSP Random,25,56
mdd-7-25-5-56-04.xml.hg,CSP Random,25,56
mdd-7-25-5-56-05.xml.hg,CSP Random,25,56
mdd-7-25-5-56-06.xml.hg,CSP Random,25,56
mdd-7-25-5-56-07.xml.hg,CSP Random,25,56
mdd-7-25-5-56-08.xml.hg,CSP Random,25,56
mdd-7-25-5-56-09.xml.hg,CSP Random,25,56
mdd-7-25-5-56-10.xml.hg,CSP Random,25,56
mdd-7-25-5-56-11.xml.hg,CSP Random,25,56
mdd-7-25-5-56-12.xml.hg,CSP Random,25,56
mdd-7-25-5-56-13.xml.hg,CSP Random,25,56
mdd-7-25-5-56-14.xml.hg,CSP Random,25,56
mdd-7-25-5-56-15.xml.hg,CSP Random,25,56
mdd-7-25-5-56-16.xml.hg,CSP Random,25,56
mdd-7-25-5-56-17.xml.hg,CSP Random,25,56
mdd-7-25-5-56-18.xml.hg,CSP Random,25,56
mdd-7-25-5-56-19.xml.hg,CSP Random,25,56
mdd-7-25-5-56-20.xml.hg,CSP Random,25,56
mdd-7-25-5-56-21.xml.hg,CSP Random,25,56
mdd-7-25-5-56-22.xml.hg,CSP Random,25,56
mdd-7-25-5-56-23.xml.hg,CSP Random,25,56
mdd-7-25-5-56-24.xml.hg,CSP Random,25,56
mdd-7-25-5-56-25.xml.hg,CSP Random,25,56
mdd-7-25-5-ps05-psh07-1.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh07-2.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh07-3.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh07-4.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh07-5.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh07-6.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh07-7.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh07-8.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh07-9.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-0.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-1.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-2.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-3.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-4.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-5.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-6.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-7.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-8.xml.hg,CSP Random,25,58
mdd-7-25-5-ps05-psh09-9.xml.hg,CSP Random,25,58
par8-1-c.hg,MaxSAT,64,254
par8-2-c.hg,MaxSAT,68,270
par8-3-c.hg,MaxSAT,75,298
par8-4-c.hg,MaxSAT,67,266
par8-5-c.hg,MaxSAT,75,298
pigeonsPlus-06-03.xml.hg,CSP Application,24,27
pigeonsPlus-06-04.xml.hg,CSP Application,30,27
pigeonsPlus-06-05.xml.hg,CSP Application,36,27
pigeonsPlus-06-06.xml.hg,CSP Application,42,27
pigeonsPlus-06-07.xml.hg,CSP Application,48,27
pigeonsPlus-06-08.xml.hg,CSP Application,54,27
pigeonsPlus-06-09.xml.hg,CSP Application,60,27
pigeonsPlus-06-10.xml.hg,CSP Application,66,27
pigeonsPlus-07-03.xml.hg,CSP Application,28,35
pigeonsPlus-07-04.xml.hg,CSP Application,35,35
pigeonsPlus-07-05.xml.hg,CSP Application,42,35
pigeonsPlus-07-06.xml.hg,CSP Application,49,35
pigeonsPlus-07-07.xml.hg,CSP Application,56,35
pigeonsPlus-07-08.xml.hg,CSP Application,63,35
pigeonsPlus-07-09.xml.hg,CSP Application,70,35
pigeonsPlus-08-03.xml.hg,CSP Application,32,44
pigeonsPlus-08-04.xml.hg,CSP Application,40,44
pigeonsPlus-08-05.xml.hg,CSP Application,48,44
pigeonsPlus-08-06.xml.hg,CSP Application,56,44
pigeonsPlus-08-07.xml.hg,CSP Application,64,44
pigeonsPlus-08-08.xml.hg,CSP Application,72,44
pigeonsPlus-09-03.xml.hg,CSP Application,36,54
pigeonsPlus-09-04.xml.hg,CSP Application,45,54
pigeonsPlus-09-05.xml.hg,CSP Application,54,54
pigeonsPlus-09-06.xml.hg,CSP Application,63,54
pigeonsPlus-09-07.xml.hg,CSP Application,72,54
pigeonsPlus-10-03.xml.hg,CSP Application,40,65
pigeonsPlus-10-04.xml.hg,CSP Application,50,65
pigeonsPlus-10-05.xml.hg,CSP Application,60,65
pigeonsPlus-10-06.xml.hg,CSP Application,70,65
pigeonsPlus-10-07.xml.hg,CSP Application,80,65
pigeonsPlus-11-02.xml.hg,CSP Application,33,77
pigeonsPlus-11-03.xml.hg,CSP Application,44,77
pigeonsPlus-11-04.xml.hg,CSP Application,55,77
pigeonsPlus-11-05.xml.hg,CSP Application,66,77
pigeonsPlus-11-06.xml.hg,CSP Application,77,77
pret-060-25.xml.hg,CSP Application,60,40
pret-060-40.xml.hg,CSP Application,60,40
pret-060-60.xml.hg,CSP Application,60,40
pret-060-75.xml.hg,CSP Application,60,40
pret-150-25.xml.hg,CSP Application,150,100
pret-150-40.xml.hg,CSP Application,150,100
pret-150-60.xml.hg,CSP Application,150,100
pret-150-75.xml.hg,CSP Application,150,100
pret60_25.hg,MaxSAT,60,160
pret60_60.hg,MaxSAT,60,160
rand-10-20-10-5-10000-01.xml.hg,CSP Random,19,5
rand-10-20-10-5-10000-02.xml.hg,CSP Random,18,5
rand-10-20-10-5-10000-03.xml.hg,CSP Random,19,5
rand-10-20-10-5-10000-04.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-05.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-06.xml.hg,CSP Random,18,5
rand-10-20-10-5-10000-07.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-08.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-09.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-10.xml.hg,CSP Random,19,5
rand-10-20-10-5-10000-11.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-12.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-13.xml.hg,CSP Random,19,5
rand-10-20-10-5-10000-14.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-15.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-16.xml.hg,CSP Random,19,5
rand-10-20-10-5-10000-17.xml.hg,CSP Random,18,5
rand-10-20-10-5-10000-18.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-19.xml.hg,CSP Random,20,5
rand-10-20-10-5-10000-20.xml.hg,CSP Random,20,5
rand-10-60-20-30-51200-01.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-02.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-03.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-04.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-05.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-06.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-07.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-08.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-09.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-10.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-11.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-12.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-13.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-14.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-15.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-16.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-17.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-18.xml.hg,CSP Random,58,30
rand-10-60-20-30-51200-19.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-20.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-21.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-22.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-23.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-24.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-25.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-26.xml.hg,CSP Random,58,30
rand-10-60-20-30-51200-27.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-28.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-29.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-30.xml.hg,CSP Random,58,30
rand-10-60-20-30-51200-31.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-32.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-33.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-34.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-35.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-36.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-37.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-38.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-39.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-40.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-41.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-42.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-43.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-44.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-45.xml.hg,CSP Random,59,30
rand-10-60-20-30-51200-46.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-47.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-48.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-49.xml.hg,CSP Random,60,30
rand-10-60-20-30-51200-50.xml.hg,CSP Random,60,30
rand-15-23-3-16-150000-01.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-02.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-03.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-04.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-05.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-06.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-07.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-08.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-09.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-10.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-11.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-12.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-13.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-14.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-15.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-16.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-17.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-18.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-19.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-20.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-21.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-22.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-23.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-24.xml.hg,CSP Random,23,16
rand-15-23-3-16-150000-25.xml.hg,CSP Random,23,16
rand-2-40-180-84-090-00.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-01.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-02.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-03.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-04.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-05.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-06.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-07.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-08.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-09.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-10.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-11.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-12.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-13.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-14.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-15.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-16.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-17.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-18.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-19.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-20.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-21.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-22.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-23.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-24.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-25.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-26.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-27.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-28.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-29.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-30.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-31.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-32.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-33.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-34.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-35.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-36.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-37.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-38.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-39.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-40.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-41.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-42.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-43.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-44.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-45.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-46.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-47.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-48.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-49.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-50.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-51.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-52.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-53.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-54.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-55.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-56.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-57.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-58.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-59.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-60.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-61.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-62.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-63.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-64.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-65.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-66.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-67.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-68.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-69.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-70.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-71.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-72.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-73.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-74.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-75.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-76.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-77.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-78.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-79.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-80.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-81.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-82.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-83.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-84.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-85.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-86.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-87.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-88.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-89.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-90.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-91.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-92.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-93.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-94.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-95.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-96.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-97.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-98.xml.hg,CSP Random,40,84
rand-2-40-180-84-090-99.xml.hg,CSP Random,40,84
rand-25-10-21-85-07.xml.hg,CSP Application,25,63
rand-25-10-21-85-08.xml.hg,CSP Application,25,63
rand-25-10-21-85-09.xml.hg,CSP Application,24,63
rand-25-10-21-85-10.xml.hg,CSP Application,25,63
rand-25-10-21-85-11.xml.hg,CSP Application,25,63
rand-25-10-21-85-12.xml.hg,CSP Application,25,63
rand-25-10-21-85-13.xml.hg,CSP Application,25,63
rand-25-10-21-85-14.xml.hg,CSP Application,25,63
rand-25-10-21-85-15.xml.hg,CSP Application,25,63
